id,date,type,description,payment_method,bank,value,categories,notes
2102,2023-02-01,DEBITO,anonimizado,PIX,INTER,625.24,Despesa,anonimizado
2103,2023-02-02,CREDITO,anonimizado,PIX,INTER,460.0,Recebimento,anonimizado
2104,2023-02-03,DEBITO,anonimizado,PIX,INTER,150.0,Despesa,anonimizado
2105,2023-02-06,DEBITO,anonimizado,PIX,INTER,1658.34,Salário,anonimizado
2106,2023-02-06,DEBITO,anonimizado,PIX,INTER,1422.37,Salário,anonimizado
2107,2023-02-06,DEBITO,anonimizado,PIX,INTER,801.0,Despesa,anonimizado
2108,2023-02-06,CREDITO,anonimizado,PIX,INTER,960.0,Recebimento,anonimizado
2109,2023-02-07,CREDITO,anonimizado,PIX,INTER,35.0,Recebimento,anonimizado
2110,2023-02-07,CREDITO,anonimizado,PIX,INTER,200.0,Recebimento,anonimizado
2111,2023-02-07,CREDITO,anonimizado,PIX,INTER,200.0,Recebimento,anonimizado
2112,2023-02-07,DEBITO,anonimizado,PIX,INTER,1335.0,Despesa,anonimizado
2113,2023-02-08,CREDITO,anonimizado,PIX,INTER,16.0,Recebimento,anonimizado
2114,2023-02-10,CREDITO,anonimizado,PIX,INTER,105.0,Recebimento,anonimizado
2115,2023-02-10,DEBITO,anonimizado,BOLETO,INTER,39.76,Despesa,anonimizado
2116,2023-02-10,CREDITO,anonimizado,PIX,INTER,310.0,Recebimento,anonimizado
2117,2023-02-10,CREDITO,anonimizado,PIX,INTER,440.0,Recebimento,anonimizado
2118,2023-02-13,DEBITO,anonimizado,CARTAO,INTER,8.9,Despesa,anonimizado
2119,2023-02-13,CREDITO,anonimizado,PIX,INTER,160.0,Recebimento,anonimizado
2120,2023-02-14,CREDITO,anonimizado,PIX,INTER,2170.0,Recebimento,anonimizado
2121,2023-02-15,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2122,2023-02-16,CREDITO,anonimizado,PIX,INTER,350.0,Recebimento,anonimizado
2123,2023-02-16,DEBITO,anonimizado,CARTAO,INTER,51.51,Despesa,anonimizado
2124,2023-02-16,DEBITO,anonimizado,CARTAO,INTER,28.0,Despesa,anonimizado
2125,2023-02-16,DEBITO,anonimizado,PIX,INTER,273.45,Despesa,anonimizado
2126,2023-02-16,DEBITO,anonimizado,PIX,INTER,285.0,Despesa,anonimizado
2127,2023-02-17,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
2128,2023-02-17,CREDITO,anonimizado,PIX,INTER,340.0,Recebimento,anonimizado
2129,2023-02-22,DEBITO,anonimizado,CARTAO,INTER,2573.36,Despesa,anonimizado
2130,2023-02-24,DEBITO,anonimizado,CARTAO,INTER,4.7,Despesa,anonimizado
2131,2023-02-24,DEBITO,anonimizado,CARTAO,INTER,4.7,Despesa,anonimizado
2132,2023-03-01,CREDITO,anonimizado,PIX,INTER,155.0,Recebimento,anonimizado
2133,2023-03-02,CREDITO,anonimizado,PIX,INTER,120.0,Recebimento,anonimizado
2134,2023-03-02,CREDITO,anonimizado,PIX,INTER,302.5,Recebimento,anonimizado
2135,2023-03-03,CREDITO,anonimizado,TRANSFERENCIA,INTER,1369.02,Recebimento,anonimizado
2136,2023-03-06,CREDITO,anonimizado,PIX,INTER,2667.0,Recebimento,anonimizado
2137,2023-03-06,DEBITO,anonimizado,PIX,INTER,1683.5,Salário,anonimizado
2138,2023-03-06,DEBITO,anonimizado,PIX,INTER,1368.43,Salário,anonimizado
2139,2023-03-06,CREDITO,anonimizado,TRANSFERENCIA,INTER,233.5,Recebimento,anonimizado
2140,2023-03-06,DEBITO,anonimizado,PIX,INTER,1522.95,Salário,anonimizado
2200,2023-04-03,CREDITO,anonimizado,PIX,INTER,475.22,Recebimento,anonimizado
2201,2023-04-03,CREDITO,anonimizado,PIX,INTER,350.0,Recebimento,anonimizado
2202,2023-04-03,CREDITO,anonimizado,PIX,INTER,55.0,Recebimento,anonimizado
2203,2023-04-03,CREDITO,anonimizado,PIX,INTER,105.0,Recebimento,anonimizado
2204,2023-04-03,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
2205,2023-04-03,DEBITO,anonimizado,PIX,INTER,1012.18,Despesa,anonimizado
2206,2023-04-04,CREDITO,anonimizado,PIX,INTER,310.0,Recebimento,anonimizado
2207,2023-04-04,DEBITO,anonimizado,CARTAO,INTER,2.35,Despesa,anonimizado
2208,2023-04-04,DEBITO,anonimizado,CARTAO,INTER,2.35,Despesa,anonimizado
2209,2023-04-04,DEBITO,anonimizado,CARTAO,INTER,4.5,Despesa,anonimizado
2210,2023-04-04,DEBITO,anonimizado,CARTAO,INTER,18.49,Despesa,anonimizado
2211,2023-04-05,CREDITO,anonimizado,PIX,INTER,300.0,Recebimento,anonimizado
2212,2023-04-05,CREDITO,anonimizado,PIX,INTER,90.0,Recebimento,anonimizado
2213,2023-04-05,CREDITO,anonimizado,PIX,INTER,240.0,Recebimento,anonimizado
2214,2023-04-06,DEBITO,anonimizado,PIX,INTER,1669.7,Salário,anonimizado
2215,2023-04-06,DEBITO,anonimizado,PIX,INTER,1781.72,Salário,anonimizado
2216,2023-04-06,DEBITO,anonimizado,PIX,INTER,677.22,Salário,anonimizado
2217,2023-04-06,DEBITO,anonimizado,PIX,INTER,1335.0,Despesa,anonimizado
2218,2023-04-06,DEBITO,anonimizado,PIX,INTER,1335.0,Despesa,anonimizado
2219,2023-04-10,DEBITO,anonimizado,CARTAO,INTER,60.9,Despesa,anonimizado
2220,2023-04-10,DEBITO,anonimizado,PIX,INTER,504.0,Despesa,anonimizado
2221,2023-04-10,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
2222,2023-04-10,CREDITO,anonimizado,PIX,INTER,575.0,Recebimento,anonimizado
2223,2023-04-10,DEBITO,anonimizado,PIX,INTER,236.0,Despesa,anonimizado
2224,2023-04-10,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
2225,2023-04-11,CREDITO,anonimizado,PIX,INTER,120.0,Recebimento,anonimizado
2226,2023-04-11,CREDITO,anonimizado,PIX,INTER,120.0,Recebimento,anonimizado
2227,2023-04-12,CREDITO,anonimizado,PIX,INTER,275.0,Recebimento,anonimizado
2228,2023-04-12,CREDITO,anonimizado,PIX,INTER,160.0,Recebimento,anonimizado
2229,2023-04-13,CREDITO,anonimizado,PIX,INTER,63.0,Recebimento,anonimizado
2230,2023-04-13,CREDITO,anonimizado,PIX,INTER,57.5,Recebimento,anonimizado
2231,2023-04-13,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
2232,2023-04-13,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
2233,2023-04-13,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2234,2023-04-13,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
2235,2023-04-14,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
2236,2023-04-14,CREDITO,anonimizado,PIX,INTER,63.0,Recebimento,anonimizado
2237,2023-04-14,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
2238,2023-04-14,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
2239,2023-04-14,CREDITO,anonimizado,PIX,INTER,407.75,Recebimento,anonimizado
2240,2023-04-17,CREDITO,anonimizado,PIX,INTER,450.0,Recebimento,anonimizado
2241,2023-04-17,CREDITO,anonimizado,PIX,INTER,200.0,Recebimento,anonimizado
2242,2023-04-18,CREDITO,anonimizado,PIX,INTER,270.0,Recebimento,anonimizado
2243,2023-04-18,DEBITO,anonimizado,PIX,INTER,69.6,Despesa,anonimizado
2244,2023-04-18,CREDITO,anonimizado,PIX,INTER,1000.0,Recebimento,anonimizado
2245,2023-04-19,CREDITO,anonimizado,PIX,INTER,380.0,Recebimento,anonimizado
2246,2023-04-19,CREDITO,anonimizado,PIX,INTER,110.0,Recebimento,anonimizado
2247,2023-04-20,CREDITO,anonimizado,PIX,INTER,140.0,Recebimento,anonimizado
2248,2023-04-24,CREDITO,anonimizado,CARTAO,INTER,7.68,Recebimento,anonimizado
2249,2023-04-24,CREDITO,anonimizado,PIX,INTER,350.0,Recebimento,anonimizado
2250,2023-04-24,DEBITO,anonimizado,TED,INTER,30.9,Despesa,anonimizado
2251,2023-04-24,DEBITO,anonimizado,PIX,INTER,10.0,Despesa,anonimizado
2252,2023-04-24,CREDITO,anonimizado,PIX,INTER,65.0,Recebimento,anonimizado
2253,2023-04-26,CREDITO,anonimizado,PIX,INTER,100.0,Recebimento,anonimizado
2254,2023-04-27,CREDITO,anonimizado,PIX,INTER,513.0,Recebimento,anonimizado
2255,2023-04-27,CREDITO,anonimizado,PIX,INTER,400.0,Recebimento,anonimizado
2256,2023-04-28,CREDITO,anonimizado,PIX,INTER,200.0,Recebimento,anonimizado
2257,2023-05-02,DEBITO,anonimizado,CARTAO,INTER,4.5,Despesa,anonimizado
2258,2023-05-02,DEBITO,anonimizado,CARTAO,INTER,4.5,Despesa,anonimizado
2259,2023-05-03,CREDITO,anonimizado,PIX,INTER,115.0,Recebimento,anonimizado
2260,2023-05-03,CREDITO,anonimizado,TRANSFERENCIA,INTER,1194.07,Recebimento,anonimizado
2261,2023-05-03,DEBITO,anonimizado,BOLETO,INTER,144.51,Despesa,anonimizado
2262,2023-05-03,DEBITO,anonimizado,BOLETO,INTER,148.37,Despesa,anonimizado
2263,2023-05-03,CREDITO,anonimizado,PIX,INTER,460.0,Recebimento,anonimizado
2264,2023-05-04,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2265,2023-05-04,CREDITO,anonimizado,PIX,INTER,65.0,Recebimento,anonimizado
2266,2023-05-05,DEBITO,anonimizado,PIX,INTER,1768.02,Despesa,anonimizado
2267,2023-05-05,DEBITO,anonimizado,PIX,INTER,1594.54,Despesa,anonimizado
2268,2023-05-05,DEBITO,anonimizado,PIX,INTER,385.64,Despesa,anonimizado
2269,2023-05-05,CREDITO,anonimizado,PIX,INTER,120.0,Recebimento,anonimizado
2270,2023-05-05,CREDITO,anonimizado,PIX,INTER,685.0,Recebimento,anonimizado
2271,2023-05-05,CREDITO,anonimizado,PIX,INTER,160.0,Recebimento,anonimizado
2272,2023-05-08,DEBITO,anonimizado,CARTAO,INTER,9.98,Despesa,anonimizado
2273,2023-05-08,CREDITO,anonimizado,PIX,INTER,120.0,Recebimento,anonimizado
2274,2023-05-08,CREDITO,anonimizado,PIX,INTER,512.0,Recebimento,anonimizado
2275,2023-05-08,DEBITO,anonimizado,BOLETO,INTER,1316.76,Despesa,anonimizado
2276,2023-05-08,DEBITO,anonimizado,BOLETO,INTER,368.19,Despesa,anonimizado
2277,2023-05-08,CREDITO,anonimizado,PIX,INTER,542.55,Recebimento,anonimizado
2278,2023-05-08,CREDITO,anonimizado,PIX,INTER,210.0,Recebimento,anonimizado
2279,2023-05-08,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
2280,2023-05-09,CREDITO,anonimizado,PIX,INTER,450.0,Recebimento,anonimizado
2281,2023-05-09,CREDITO,anonimizado,PIX,INTER,530.0,Recebimento,anonimizado
2282,2023-05-09,CREDITO,anonimizado,PIX,INTER,100.0,Recebimento,anonimizado
2283,2023-05-09,CREDITO,anonimizado,PIX,INTER,25.0,Recebimento,anonimizado
2284,2023-05-09,CREDITO,anonimizado,PIX,INTER,240.0,Recebimento,anonimizado
2285,2023-05-09,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2286,2023-05-10,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
2287,2023-05-10,CREDITO,anonimizado,PIX,INTER,140.0,Recebimento,anonimizado
2288,2023-05-11,CREDITO,anonimizado,PIX,INTER,1105.0,Recebimento,anonimizado
2289,2023-05-11,CREDITO,anonimizado,PIX,INTER,200.0,Recebimento,anonimizado
2290,2023-05-11,DEBITO,anonimizado,PIX,INTER,551.61,Despesa,anonimizado
2291,2023-05-11,DEBITO,anonimizado,PIX,INTER,1843.6,Despesa,anonimizado
2292,2023-05-11,DEBITO,anonimizado,PIX,INTER,15.0,Despesa,anonimizado
2293,2023-05-11,DEBITO,anonimizado,PIX,INTER,15.0,Despesa,anonimizado
2294,2023-05-12,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
2295,2023-05-12,DEBITO,anonimizado,CARTAO,INTER,8.9,Despesa,anonimizado
2296,2023-05-12,DEBITO,anonimizado,CARTAO,INTER,8.9,Despesa,anonimizado
2297,2023-05-15,DEBITO,anonimizado,CARTAO,INTER,84.54,Despesa,anonimizado
2298,2023-05-15,CREDITO,anonimizado,PIX,INTER,110.0,Recebimento,anonimizado
2299,2023-05-15,CREDITO,anonimizado,PIX,INTER,340.0,Recebimento,anonimizado
2300,2023-05-15,CREDITO,anonimizado,PIX,INTER,395.0,Recebimento,anonimizado
2301,2023-05-15,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
2302,2023-05-15,CREDITO,anonimizado,PIX,INTER,635.0,Recebimento,anonimizado
2303,2023-05-16,CREDITO,anonimizado,PIX,INTER,200.0,Recebimento,anonimizado
2304,2023-05-16,CREDITO,anonimizado,PIX,INTER,100.0,Recebimento,anonimizado
2305,2023-05-16,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
2306,2023-05-16,CREDITO,anonimizado,PIX,INTER,580.0,Recebimento,anonimizado
2307,2023-05-16,CREDITO,anonimizado,PIX,INTER,200.0,Recebimento,anonimizado
2308,2023-05-17,CREDITO,anonimizado,PIX,INTER,390.0,Recebimento,anonimizado
2309,2023-05-17,CREDITO,anonimizado,PIX,INTER,135.0,Recebimento,anonimizado
2310,2023-05-17,CREDITO,anonimizado,PIX,INTER,265.0,Recebimento,anonimizado
2311,2023-05-18,CREDITO,anonimizado,PIX,INTER,580.0,Recebimento,anonimizado
2312,2023-05-18,CREDITO,anonimizado,PIX,INTER,380.0,Recebimento,anonimizado
2313,2023-05-18,CREDITO,anonimizado,PIX,INTER,20.0,Recebimento,anonimizado
2314,2023-05-18,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
2315,2023-05-18,CREDITO,anonimizado,PIX,INTER,255.0,Recebimento,anonimizado
2316,2023-05-18,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2317,2023-05-18,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
2318,2023-05-18,CREDITO,anonimizado,PIX,INTER,100.0,Recebimento,anonimizado
2319,2023-05-18,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2320,2023-05-19,DEBITO,anonimizado,PIX,INTER,696.04,Despesa,anonimizado
2321,2023-05-19,DEBITO,anonimizado,CARTAO,INTER,3081.14,Despesa,anonimizado
2322,2023-05-22,CREDITO,anonimizado,PIX,INTER,460.0,Recebimento,anonimizado
2323,2023-05-22,CREDITO,anonimizado,CASHBACK,INTER,7.7,Recebimento,anonimizado
2324,2023-05-23,CREDITO,anonimizado,PIX,INTER,300.0,Recebimento,anonimizado
2325,2023-05-23,CREDITO,anonimizado,PIX,INTER,525.0,Recebimento,anonimizado
2326,2023-05-23,CREDITO,anonimizado,PIX,INTER,340.0,Recebimento,anonimizado
2327,2023-05-23,CREDITO,anonimizado,PIX,INTER,80.0,Recebimento,anonimizado
2328,2023-05-24,CREDITO,anonimizado,PIX,INTER,123.5,Recebimento,anonimizado
2329,2023-05-24,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
2330,2023-05-25,CREDITO,anonimizado,PIX,INTER,130.0,Recebimento,anonimizado
2331,2023-05-25,CREDITO,anonimizado,PIX,INTER,610.0,Recebimento,anonimizado
2332,2023-05-25,CREDITO,anonimizado,PIX,INTER,1325.0,Recebimento,anonimizado
2333,2023-05-26,DEBITO,anonimizado,CARTAO,INTER,8.9,Despesa,anonimizado
2334,2023-05-29,DEBITO,anonimizado,CARTAO,INTER,8.9,Despesa,anonimizado
2335,2023-05-29,DEBITO,anonimizado,CARTAO,INTER,10.0,Despesa,anonimizado
2336,2023-05-29,DEBITO,anonimizado,PIX,INTER,50.0,Despesa,anonimizado
2337,2023-05-30,CREDITO,anonimizado,PIX,INTER,480.0,Recebimento,anonimizado
2338,2023-05-30,CREDITO,anonimizado,PIX,INTER,160.0,Recebimento,anonimizado
2339,2023-05-30,CREDITO,anonimizado,PIX,INTER,100.0,Recebimento,anonimizado
2340,2023-05-30,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2341,2023-05-30,CREDITO,anonimizado,PIX,INTER,2850.0,Recebimento,anonimizado
2342,2023-05-30,DEBITO,anonimizado,PIX,INTER,15.0,Despesa,anonimizado
2343,2023-05-31,DEBITO,anonimizado,PIX,INTER,15.0,Despesa,anonimizado
2344,2023-05-31,CREDITO,anonimizado,PIX,INTER,380.0,Recebimento,anonimizado
2345,2023-05-31,DEBITO,anonimizado,PIX,INTER,180.0,Despesa,anonimizado
2346,2023-05-31,DEBITO,anonimizado,PIX,INTER,240.0,Despesa,anonimizado
2347,2023-05-31,CREDITO,anonimizado,PIX,INTER,340.0,Recebimento,anonimizado
2348,2023-06-01,DEBITO,anonimizado,PIX,INTER,980.0,Despesa,anonimizado
2349,2023-06-01,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2350,2023-06-02,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2351,2023-06-02,CREDITO,anonimizado,PIX,INTER,150.0,Recebimento,anonimizado
2352,2023-06-02,DEBITO,anonimizado,PIX,INTER,50.0,Despesa,anonimizado
2353,2023-06-05,CREDITO,anonimizado,PIX,INTER,430.0,Recebimento,anonimizado
2354,2023-06-05,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
2355,2023-06-05,CREDITO,anonimizado,PIX,INTER,55.0,Recebimento,anonimizado
2356,2023-06-05,DEBITO,anonimizado,PIX,INTER,739.37,Despesa,anonimizado
2357,2023-06-05,CREDITO,anonimizado,PIX,INTER,80.0,Recebimento,anonimizado
2358,2023-06-05,DEBITO,anonimizado,OUTROS,INTER,242.94,Despesa,anonimizado
2359,2023-06-05,DEBITO,anonimizado,PIX,INTER,231.32,Despesa,anonimizado
2360,2023-06-05,DEBITO,anonimizado,CARTAO,INTER,4.5,Despesa,anonimizado
2361,2023-06-05,DEBITO,anonimizado,CARTAO,INTER,4.5,Despesa,anonimizado
2362,2023-06-06,CREDITO,anonimizado,PIX,INTER,195.0,Recebimento,anonimizado
2363,2023-06-06,DEBITO,anonimizado,CARTAO,INTER,29.75,Despesa,anonimizado
2364,2023-06-06,DEBITO,anonimizado,PIX,INTER,1728.85,Despesa,anonimizado
2365,2023-06-06,DEBITO,anonimizado,PIX,INTER,1561.93,Despesa,anonimizado
2366,2023-06-06,DEBITO,anonimizado,PIX,INTER,906.76,Despesa,anonimizado
2367,2023-06-06,DEBITO,anonimizado,PIX,INTER,1603.3,Despesa,anonimizado
2368,2023-06-06,DEBITO,anonimizado,CARTAO,INTER,19.2,Despesa,anonimizado
2369,2023-06-06,DEBITO,anonimizado,PIX,INTER,1335.0,Despesa,anonimizado
2370,2023-06-06,DEBITO,anonimizado,PIX,INTER,1335.0,Despesa,anonimizado
2371,2023-06-06,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2372,2023-06-06,CREDITO,anonimizado,PIX,INTER,600.0,Recebimento,anonimizado
2373,2023-06-06,DEBITO,anonimizado,PIX,INTER,15.0,Despesa,anonimizado
2374,2023-06-06,DEBITO,anonimizado,PIX,INTER,15.0,Despesa,anonimizado
2375,2023-06-07,CREDITO,anonimizado,PIX,INTER,560.0,Recebimento,anonimizado
2376,2023-06-07,DEBITO,anonimizado,BOLETO,INTER,160.9,Despesa,anonimizado
2377,2023-06-07,DEBITO,anonimizado,PIX,INTER,90.94,Despesa,anonimizado
2378,2023-06-07,DEBITO,anonimizado,PIX,INTER,104.13,Despesa,anonimizado
2379,2023-06-09,CREDITO,anonimizado,PIX,INTER,1624.5,Recebimento,anonimizado
2380,2023-06-09,DEBITO,anonimizado,PIX,INTER,100.0,Despesa,anonimizado
2381,2023-06-12,CREDITO,anonimizado,PIX,INTER,1000.0,Recebimento,anonimizado
2382,2023-06-12,DEBITO,anonimizado,PIX,INTER,8.86,Despesa,anonimizado
2383,2023-06-13,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2384,2023-06-14,CREDITO,anonimizado,PIX,INTER,420.0,Recebimento,anonimizado
2385,2023-06-14,CREDITO,anonimizado,PIX,INTER,130.0,Recebimento,anonimizado
2386,2023-06-14,CREDITO,anonimizado,PIX,INTER,2300.0,Recebimento,anonimizado
2387,2023-06-14,CREDITO,anonimizado,PIX,INTER,580.0,Recebimento,anonimizado
2388,2023-06-14,DEBITO,anonimizado,CARTAO,INTER,1839.58,Despesa,anonimizado
2389,2023-06-14,DEBITO,anonimizado,PIX,INTER,115.43,Despesa,anonimizado
2390,2023-06-14,DEBITO,anonimizado,PIX,INTER,46.94,Despesa,anonimizado
2391,2023-06-14,DEBITO,anonimizado,PIX,INTER,309.73,Despesa,anonimizado
2392,2023-06-15,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2393,2023-06-15,CREDITO,anonimizado,PIX,INTER,155.0,Recebimento,anonimizado
2394,2023-06-15,DEBITO,anonimizado,PIX,INTER,1364.86,Despesa,anonimizado
2395,2023-06-15,DEBITO,anonimizado,PIX,INTER,30.0,Despesa,anonimizado
2396,2023-06-16,CREDITO,anonimizado,PIX,INTER,65.0,Recebimento,anonimizado
2397,2023-06-16,CREDITO,anonimizado,PIX,INTER,410.0,Recebimento,anonimizado
2398,2023-06-16,CREDITO,anonimizado,PIX,INTER,350.0,Recebimento,anonimizado
2399,2023-06-19,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
2400,2023-06-19,DEBITO,anonimizado,CARTAO,INTER,48.85,Despesa,anonimizado
2401,2023-06-19,CREDITO,anonimizado,PIX,INTER,140.0,Recebimento,anonimizado
2402,2023-06-19,CREDITO,anonimizado,PIX,INTER,430.0,Recebimento,anonimizado
2403,2023-06-20,CREDITO,anonimizado,PIX,INTER,440.0,Recebimento,anonimizado
2404,2023-06-20,CREDITO,anonimizado,PIX,INTER,390.0,Recebimento,anonimizado
2405,2023-06-20,CREDITO,anonimizado,PIX,INTER,490.0,Recebimento,anonimizado
2406,2023-06-20,CREDITO,anonimizado,PIX,INTER,120.0,Recebimento,anonimizado
2407,2023-06-20,DEBITO,anonimizado,PIX,INTER,3519.0,Despesa,anonimizado
2408,2023-06-20,CREDITO,anonimizado,PIX,INTER,240.0,Recebimento,anonimizado
2409,2023-06-21,CREDITO,anonimizado,PIX,INTER,390.0,Recebimento,anonimizado
2410,2023-06-21,CREDITO,anonimizado,PIX,INTER,330.0,Recebimento,anonimizado
2411,2023-06-21,CREDITO,anonimizado,PIX,INTER,120.0,Recebimento,anonimizado
2412,2023-06-22,CREDITO,anonimizado,PIX,INTER,140.0,Recebimento,anonimizado
2413,2023-06-22,CREDITO,anonimizado,PIX,INTER,240.0,Recebimento,anonimizado
2414,2023-06-23,CREDITO,anonimizado,PIX,INTER,240.0,Recebimento,anonimizado
2415,2023-06-23,CREDITO,anonimizado,PIX,INTER,35.0,Recebimento,anonimizado
2416,2023-06-23,DEBITO,anonimizado,PIX,INTER,100.0,Despesa,anonimizado
2417,2023-06-26,DEBITO,anonimizado,PIX,INTER,300.0,Despesa,anonimizado
2418,2023-06-26,CREDITO,anonimizado,TED,INTER,664.24,Recebimento,anonimizado
2419,2023-06-26,CREDITO,anonimizado,PIX,INTER,405.0,Recebimento,anonimizado
2420,2023-06-26,DEBITO,anonimizado,PIX,INTER,150.0,Despesa,anonimizado
2421,2023-06-26,DEBITO,anonimizado,PIX,INTER,500.0,Despesa,anonimizado
2422,2023-06-26,CREDITO,anonimizado,PIX,INTER,1620.0,Recebimento,anonimizado
2423,2023-06-27,CREDITO,anonimizado,PIX,INTER,440.0,Recebimento,anonimizado
2424,2023-06-27,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2425,2023-06-28,CREDITO,anonimizado,PIX,INTER,570.0,Recebimento,anonimizado
2426,2023-06-28,CREDITO,anonimizado,PIX,INTER,380.0,Recebimento,anonimizado
2427,2023-06-28,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
2428,2023-06-28,CREDITO,anonimizado,PIX,INTER,390.0,Recebimento,anonimizado
2429,2023-06-30,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
2430,2023-06-30,DEBITO,anonimizado,PIX,INTER,216.0,Despesa,anonimizado
2431,2023-06-30,DEBITO,anonimizado,PIX,INTER,252.0,Despesa,anonimizado
2432,2023-06-30,CREDITO,anonimizado,PIX,INTER,430.0,Recebimento,anonimizado
2433,2023-06-30,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
2461,2023-07-01,DEBITO,anonimizado,PIX,INTER,3120.5,Despesa,anonimizado
2462,2023-07-03,DEBITO,anonimizado,CARTAO,INTER,63.9,Despesa,anonimizado
2463,2023-07-03,CREDITO,anonimizado,PIX,INTER,2300.0,Recebimento,anonimizado
2464,2023-07-03,CREDITO,anonimizado,PIX,INTER,420.0,Recebimento,anonimizado
2465,2023-07-03,CREDITO,anonimizado,PIX,INTER,440.0,Recebimento,anonimizado
2466,2023-07-03,DEBITO,anonimizado,PIX,INTER,1089.17,Despesa,anonimizado
2467,2023-07-03,DEBITO,anonimizado,PIX,INTER,175.7,Despesa,anonimizado
2468,2023-07-04,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
2469,2023-07-05,CREDITO,anonimizado,PIX,INTER,540.0,Recebimento,anonimizado
2470,2023-07-05,CREDITO,anonimizado,PIX,INTER,1000.0,Recebimento,anonimizado
2471,2023-07-06,DEBITO,anonimizado,PIX,INTER,1727.5,Despesa,anonimizado
2472,2023-07-06,DEBITO,anonimizado,PIX,INTER,1487.98,Despesa,anonimizado
2473,2023-07-06,DEBITO,anonimizado,PIX,INTER,1335.0,Despesa,anonimizado
2474,2023-07-06,DEBITO,anonimizado,PIX,INTER,1335.0,Despesa,anonimizado
2475,2023-07-06,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
2476,2023-07-06,DEBITO,anonimizado,CARTAO,INTER,45.93,Despesa,anonimizado
2477,2023-07-06,CREDITO,anonimizado,PIX,INTER,400.0,Recebimento,anonimizado
2478,2023-07-07,CREDITO,anonimizado,PIX,INTER,160.0,Recebimento,anonimizado
2479,2023-07-07,CREDITO,anonimizado,PIX,INTER,340.0,Recebimento,anonimizado
2480,2023-07-07,CREDITO,anonimizado,PIX,INTER,345.0,Recebimento,anonimizado
2481,2023-07-07,CREDITO,anonimizado,PIX,INTER,260.0,Recebimento,anonimizado
2482,2023-07-10,CREDITO,anonimizado,PIX,INTER,400.0,Recebimento,anonimizado
2483,2023-07-10,CREDITO,anonimizado,PIX,INTER,170.0,Recebimento,anonimizado
2484,2023-07-11,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
2485,2023-07-11,CREDITO,anonimizado,PIX,INTER,460.0,Recebimento,anonimizado
2486,2023-07-12,CREDITO,anonimizado,PIX,INTER,390.0,Recebimento,anonimizado
2487,2023-07-12,CREDITO,anonimizado,PIX,INTER,70.0,Recebimento,anonimizado
2488,2023-07-13,CREDITO,anonimizado,PIX,INTER,90.0,Recebimento,anonimizado
2489,2023-07-13,CREDITO,anonimizado,PIX,INTER,65.0,Recebimento,anonimizado
2490,2023-07-13,CREDITO,anonimizado,PIX,INTER,400.0,Recebimento,anonimizado
